Measurement,Date,ID,Block,Ramet,Photo,,Obs,HHMMSS,FTime,Cond,Ci,Trmmol,VpdL,Area,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,Status,,,
Final,9-Nov,PI27    ,21,e                                     ,0.737,,12,16:46:14,1503.5,0.0193,340,0.555,2.81,2.3,1,4.46,23.51,23.18,23.41,419.6,419.15,0.119,0.375,0.41,1.27,499.7,400,1,98.79,-8.59,0.0803,0.7,111115,PI27    ,,
Initial,16-Sep,PI28,14,c,12.2,,31,12:46:43,4143.5,0.0498,-11.5,1.46,2.82,2.3,1,4.46,26.39,25.72,26.38,399.65,393.76,4.515,5.185,12.66,14.53,499.6,401,0,96.8,-4.06,0.14,0.7,111115,,,
Initial,22-Sep,PI28    ,1,a                                     ,16.3,,30,13:47:39,3696.5,0.0571,-75.7,1.7,2.93,2.3,1,4.46,24.7,23.81,24.65,400.46,392.69,-0.499,0.282,-1.58,0.89,500.6,401,0,98.73,0.741,-0.0415,0.7,111115,,,
Final,25-Sep,PI28    ,1,a                                     ,9.55,,20,13:42:56,3172.5,0.0069,-1.76E+03,0.234,3.26,2.3,1,4.46,26.19,25.48,26.19,421.45,417.01,0.008,0.116,0.02,0.33,499.7,401,0,97.73,-5.23,0.107,0.7,111115,,,
Initial,13-Oct,PI28    ,7,b                                     ,27.2,,39,12:41:11,4105,0.337,254,8.87,2.68,2.3,1,4.46,27.79,24.98,27.84,420.39,406.21,1.044,5.108,2.69,13.15,499.7,400,0,96.51,-8.64,0.13,0.7,111115,PI28    ,PI28    ,7
Final,16-Oct,PI28    ,8,b                                     ,11.9,,16,12:58:32,2435,0.0228,-419,0.757,3.21,2.3,1,4.46,26.57,25.82,26.52,421.13,415.53,0.928,1.276,2.61,3.59,499.6,399,1,98.22,-10.3,0.102,1,111115,PI28    ,8,b                                     
Final,19-Sep,PI28    ,14,c                                     ,19.3,,19,12:31:06,2886,0.0785,-18.4,2.61,3.21,2.3,1,4.46,27.95,27.18,27.91,399.99,390.64,2.997,4.193,7.68,10.74,499.6,400,0,96.92,0.428,0.0224,0.7,111115,,,
Initial,25-Sep,PI28    ,16,d                                     ,13.2,,40,14:23:38,5614,0.0242,-462,0.767,3.06,2.3,1,4.46,24.84,24.12,24.8,418.89,412.66,-0.788,-0.435,-2.44,-1.35,499.7,400,0,97.68,-3.24,0.122,0.7,111115,,,
Final,28-Sep,PI28    ,16,d                                     ,9.52,,16,14:37:27,1952,0.0291,-119,1.01,3.33,2.3,1,4.46,27.18,26.6,27.08,419.98,415.4,1.273,1.736,3.43,4.67,499.7,401,0,97.33,-5.96,0.0747,0.7,111115,,,
Initial,10-Oct,PI3     ,4,a                                     ,15,,39,11:34:39,4791.5,0.102,157,3.4,3.22,2.3,1,4.46,28.26,27.04,28.28,420,412.47,2.292,3.853,5.72,9.61,499.7,400,1,96.12,-1.76,0.329,0.7,111115,,,
Final,13-Oct,PI3     ,4,a                                     ,8.28,,17,12:11:45,2339.5,0.0267,-92.9,0.965,3.45,2.3,1,4.46,27.63,26.99,27.59,419.86,415.86,0.919,1.363,2.39,3.54,499.6,400,1,96.56,-8.64,0.13,0.7,111115,PI3     ,PI3     ,4
Initial,28-Sep,PI3     ,9,b                                     ,23.6,,37,15:13:00,4085.5,0.109,42.9,3.54,3.17,2.3,1,4.46,27.51,26.48,27.44,419.82,408.29,1.495,3.117,3.94,8.23,499.7,400,0,97.31,-5.96,0.0747,0.7,111115,,,
Final,1-Oct,PI3     ,9,b                                     ,6.97,,12,13:46:49,1095.5,0.131,311,3.41,2.6,2.3,1,4.46,24.58,23.15,24.48,417.73,413.87,0.927,2.492,2.94,7.91,499.8,400,0,98.39,-6.88,0.141,0.7,111115,PI3     ,9,b                                     
Initial,19-Sep,PI3     ,11,c                                     ,21.2,,45,13:30:35,6454.5,0.0591,-194,2.05,3.33,2.3,1,4.46,28.15,27.59,28.07,400.37,390.27,2.967,3.905,7.51,9.88,499.7,401,0,96.91,-3.38,0.241,0.7,111115,,,
Final,22-Sep,PI3     ,11,c                                     ,9.26,,6,12:57:32,689.5,0.027,-161,0.849,3.07,2.3,1,4.46,25.58,24.66,25.58,400.23,395.81,0.065,0.455,0.19,1.37,499.8,399,0,98.81,0.741,-0.0415,1,111115,,,
Initial,25-Sep,PI3     ,18,d                                     ,25,,44,14:30:23,6019,0.0743,-145,2.22,2.92,2.3,1,4.46,24.65,23.65,24.61,420.1,408.17,-0.882,0.139,-2.77,0.43,499.7,398,0,97.68,-3.24,0.122,0.7,111115,,,
Final,28-Sep,PI3     ,18,d                                     ,20.5,,17,14:38:52,2037,0.0687,-82.9,2.26,3.18,2.3,1,4.46,27.2,26.17,27.11,420.11,410.22,1.287,2.323,3.46,6.24,499.6,401,0,97.33,-5.96,0.0747,0.7,111115,,,
Final,28-Sep,PI3     ,18,d                                     ,16.5,,18,14:40:30,2135,0.0299,-476,1.05,3.37,2.3,1,4.46,27.25,26.82,27.15,420.23,412.42,1.304,1.785,3.49,4.78,499.6,400,0,97.32,-5.96,0.0747,1,111115,,,
Initial,7-Oct,PI30    ,3,a                                     ,22.4,,44,12:49:07,6503,0.0622,-179,1.93,3.03,2.3,1,4.46,26.29,25.69,26.24,420.25,409.6,1.976,2.861,5.65,8.18,499.7,401,1,98.17,-7.01,0.116,1,111115,,,
Final,10-Oct,PI30    ,3,a                                     ,33.1,,20,10:47:48,1980.5,0.0891,-204,3.05,3.29,2.3,1,4.46,27.91,27.1,27.87,421.15,405.36,1.877,3.276,4.78,8.34,499.7,399,0,96.11,-8.78,0.194,0.7,111115,,,
Initial,13-Oct,PI30    ,7,b                                     ,22,,36,12:36:21,3815,0.0191,-1.41E+03,0.701,3.49,2.3,1,4.46,27.87,27.19,27.86,420.5,410.22,1.04,1.362,2.67,3.49,499.7,401,1,96.51,-8.64,0.13,0.7,111115,PI30    ,PI30    ,7
Final,16-Oct,PI30    ,7,b                                     ,6.63,,13,12:52:10,2053.5,0.0123,-445,0.417,3.27,2.3,1,4.46,26.39,26.04,26.33,421.18,418.05,0.927,1.118,2.64,3.18,499.7,400,1,98.23,-10.3,0.102,1,111115,PI30    ,7,b                                     
Initial,25-Oct,PI30    ,13,c                                     ,24.4,,30,12:39:07,3239.5,0.0702,-161,1.88,2.65,2.3,1,4.46,23.07,22.32,23.03,419.56,407.98,-0.314,0.552,-1.09,1.92,499.8,400,1,98.74,-9.69,0.0837,1,111115,PI30    ,,
Final,28-Oct,PI30    ,13,c                                     ,8.85,,8,11:39:27,1509,0.0441,80,1.33,2.92,2.3,1,4.46,24.6,24.16,24.51,420.16,415.84,0.441,1.051,1.39,3.31,499.9,399,1,97.69,-8.8,0.0808,1,111115,PI30    ,,
Initial,19-Oct,PI30    ,16,d                                     ,6.63,,34,14:37:38,2887,0.022,-76,0.7,3.08,2.3,1,4.46,25.29,24.73,25.25,419.85,416.66,0.151,0.473,0.46,1.43,499.7,400,1,98.11,-8.9,0.105,0.7,111115,PI30    ,,
Final,22-Oct,PI30    ,16,d                                     ,11,,13,13:54:55,1463.5,0.0327,-134,0.975,2.92,2.3,1,4.46,24.13,23.8,24,419.6,414.35,0.004,0.452,0.01,1.48,499.9,400,1,98.63,-9.36,0.0288,0.7,111115,PI30    ,,
Initial,22-Sep,PI4     ,1,a                                     ,11.7,,31,13:49:26,3803.5,0.0479,-12.5,1.45,2.97,2.3,1,4.46,24.7,23.96,24.66,398.21,392.56,-0.51,0.155,-1.61,0.49,500.6,399,0,98.73,0.741,-0.0415,0.7,111115,,,
Final,25-Sep,PI4     ,1,a                                     ,22.9,,23,13:49:29,3565.5,0.0414,-482,1.34,3.14,2.3,1,4.46,25.73,24.99,25.73,420.06,409.26,-0.21,0.406,-0.62,1.2,499.7,399,1,97.72,-5.23,0.107,1,111115,,,
Initial,28-Sep,PI4     ,9,b                                     ,20.2,,40,15:18:24,4409.5,0.121,122,3.66,2.98,2.3,1,4.46,27.62,25.57,27.54,419.63,409.65,1.527,3.207,4,8.41,499.7,399,0,97.27,-5.96,0.0747,0.7,111115,,,
Final,1-Oct,PI4     ,9,b                                     ,18.5,,15,13:50:43,1329.5,0.0708,-20.7,2.04,2.83,2.3,1,4.46,24.83,24.12,24.73,420.09,411.21,1.01,1.945,3.16,6.08,499.7,399,0,98.35,-6.88,0.141,0.7,111115,PI4     ,9,b                                     
Initial,19-Sep,PI4     ,11,c                                     ,22.4,,48,13:37:16,6855.5,0.0757,-97.9,2.58,3.29,2.3,1,4.46,28.29,27.53,28.22,400.28,389.53,2.998,4.18,7.53,10.5,499.7,399,0,96.91,-3.38,0.241,0.7,111115,,,
Final,22-Sep,PI4     ,11,c                                     ,4.6,,8,13:01:44,941.5,0.0292,132,0.918,3.07,2.3,1,4.46,25.43,24.65,25.42,400.36,398.07,-0.008,0.414,-0.02,1.26,499.8,399,1,98.81,0.741,-0.0415,0.7,111115,,,
Initial,25-Sep,PI4     ,17,d                                     ,28.7,,50,14:44:46,6882,0.0993,-73.8,2.92,2.89,2.3,1,4.46,24.59,23.58,24.53,418.66,404.92,-0.993,0.348,-3.12,1.1,499.7,399,1,97.65,-3.24,0.122,1,111115,,,
Final,28-Sep,PI4     ,17,d                                     ,16.4,,23,14:48:20,2605.5,0.0289,-499,1,3.33,2.3,1,4.46,27.26,26.65,27.16,420.23,412.5,1.345,1.805,3.6,4.83,499.7,400,0,97.31,-5.96,0.0747,0.7,111115,,,
Initial,10-Oct,PI5     ,4,a                                     ,21.4,,40,11:36:34,4906.5,0.167,182,5.28,3.09,2.3,1,4.46,28.25,26.82,28.27,419.96,409.11,2.284,4.701,5.7,11.74,499.6,400,1,96.12,-1.76,0.329,0.7,111115,,,
Final,13-Oct,PI5     ,4,a                                     ,23.4,,20,12:15:37,2570.5,0.0339,-696,1.23,3.45,2.3,1,4.46,27.72,27.08,27.69,419.59,408.58,0.95,1.513,2.46,3.91,499.7,400,1,96.53,-8.64,0.13,0.7,111115,PI5     ,PI5     ,4
Initial,13-Oct,PI5     ,8,b                                     ,18.9,,42,12:45:37,4371.5,0.0281,-667,1.01,3.43,2.3,1,4.46,27.77,26.96,27.8,418.83,409.92,1.027,1.491,2.65,3.84,499.6,401,1,96.51,-8.64,0.13,1,111115,PI5     ,PI5     ,8
Final,1-Oct,PI15     ,9,b                                     ,8.33,,14,13:49:26,1253,0.0451,103,1.32,2.87,2.3,1,4.46,24.74,24.15,24.64,417.77,413.69,0.987,1.594,3.1,5.01,499.8,399,0,98.4,-6.88,0.141,0.7,111115,PI5     ,9,b                                     
Final,16-Oct,PI5     ,8,b                                     ,11.8,,18,13:02:58,2702,0.0387,-87.7,1.29,3.24,2.3,1,4.46,26.69,26.07,26.65,419.46,413.77,0.917,1.509,2.56,4.22,499.6,400,1,98.22,-10.3,0.102,0.7,111115,PI5     ,8,b                                     
Initial,28-Oct,PI5     ,15,c                                     ,6.34,,27,12:35:40,4882.5,0.0457,177,1.43,3.04,2.3,1,4.46,25.58,24.9,25.55,419.2,416,0.613,1.269,1.82,3.77,499.7,401,1,97.77,-9.26,0.11,1,111115,PI5     ,,
Final,31-Oct,PI5     ,15,c                                     ,5.67,,13,12:06:49,1462.5,0.0218,-9.26,0.63,2.82,2.3,1,4.46,23.58,23.4,23.43,420.11,417.39,0.378,0.667,1.28,2.26,499.8,401,1,98.83,-8.96,0.0883,1,111115,PI5     ,,
Initial,31-Oct,PI5     ,19,d                                     ,6.38,,19,12:18:41,2175,0.0343,105,0.924,2.64,2.3,1,4.46,23.23,22.46,23.24,419.39,416.28,0.436,0.861,1.51,2.97,499.7,400,1,98.82,-8.96,0.0883,1,111115,PI5     ,,
Initial,31-Oct,PI5     ,19,d                                     ,9.91,,20,12:20:28,2282,0.0326,-81.1,0.887,2.67,2.3,1,4.46,23.18,22.57,23.18,419.43,414.71,0.412,0.819,1.43,2.84,499.8,400,1,98.82,-8.96,0.0883,1,111115,PI5     ,,
Final,3-Nov,PI5     ,19,d                                     ,6.86,,7,11:43:22,1831.5,0.0402,132,0.964,2.37,2.3,1,4.46,20.92,20.45,20.86,420.9,417.56,-0.022,0.422,-0.09,1.68,499.7,400,1,99.19,-9.31,0.104,1,111115,PI5     ,,
Initial,22-Sep,PI9     ,1,a                                     ,6.34,,27,13:41:22,3320,0.0356,96.8,1.08,2.98,2.3,1,4.46,24.7,23.95,24.66,398.9,395.79,-0.461,0.037,-1.46,0.12,500.6,400,0,98.75,0.741,-0.0415,0.7,111115,,,
Final,25-Sep,PI9     ,1,a                                     ,24.4,,14,13:24:36,2072.5,0.11,33.3,3.71,3.32,2.3,1,4.46,27.79,26.82,27.75,421.42,409.48,0.514,2.218,1.34,5.78,499.6,400,0,97.74,-5.23,0.107,1,111115,,,
Initial,1-Oct,PI9     ,7,b                                     ,35.2,,39,14:29:46,3673.5,0.134,-34.6,3.7,2.74,2.3,1,4.46,25.62,24.35,25.55,420.25,403.36,1.526,3.225,4.55,9.61,499.7,399,0,98.33,-6.88,0.141,0.7,111115,PI9     ,7,b                                     
Final,4-Oct,PI9     ,7,b                                     ,27.4,,18,12:28:47,1911.5,0.04,-689,1.56,3.78,2.3,1,4.46,29.92,28.92,29.92,419.2,406.3,1.532,2.246,3.56,5.22,499.7,399,98,98.48,-8.45,0.0825,1,111115,,,
Initial,28-Oct,PI9     ,15,c                                     ,14.8,,22,12:24:36,4218,0.0703,58.9,2.15,2.98,2.3,1,4.46,25.47,24.8,25.46,419.27,412.05,0.626,1.614,1.87,4.82,499.7,401,1,97.76,-9.26,0.11,0.7,111115,PI9     ,,
Final,31-Oct,PI9     ,15,c                                     ,9.13,,8,11:54:25,718.5,0.0851,228,2.17,2.53,2.3,1,4.46,22.59,22.02,22.51,420.05,415.44,0.317,1.312,1.14,4.72,499.9,401,1,98.83,-8.96,0.0883,0.7,111115,PI9     ,,
Initial,19-Oct,PI9     ,18,d                                     ,7.33,,42,14:48:50,3559.5,0.0452,140,1.42,3.07,2.3,1,4.46,25.35,24.85,25.3,419.8,416.15,0.158,0.813,0.48,2.46,499.7,399,1,98.11,-8.9,0.105,0.7,111115,PI9     ,,
Final,22-Oct,PI9     ,18,d                                     ,8.56,,22,14:08:36,2284.5,0.0244,-155,0.718,2.87,2.3,1,4.46,24.06,23.43,24.02,418.8,414.73,-0.105,0.226,-0.34,0.74,499.7,401,1,98.61,-9.36,0.0288,0.7,111115,PI9     ,,
Initial,7-Oct,PL2     ,4,a                                     ,21.7,,37,12:33:07,5543,0.0801,-39.1,2.39,2.93,2.3,1,4.46,26.04,25.22,25.98,420.14,409.71,1.829,2.928,5.31,8.5,499.7,399,1,98.18,-7.01,0.116,0.7,111115,,,
Initial,1-Oct,PL2     ,6,b                                     ,41.4,,44,14:36:44,4091,0.169,-12.6,4.53,2.69,2.3,1,4.46,25.66,24.31,25.61,420.54,400.66,1.603,3.679,4.77,10.94,499.7,400,0,98.39,-6.88,0.141,0.7,111115,PL2     ,6,b                                     
Final,4-Oct,PL2     ,6,b                                     ,28.8,,23,12:35:52,2337,0.0543,-451,2.12,3.81,2.3,1,4.46,30.54,29.16,30.56,419.24,405.59,1.551,2.525,3.48,5.66,499.7,401,97,98.48,-8.45,0.0825,0.3,111115,,,
Initial,31-Oct,PL4     ,19,d                                     ,44.6,,15,12:10:33,1686.5,0.331,158,7.48,2.36,2.3,1,4.46,23.96,22.55,23.85,419.92,398.01,0.46,3.889,1.52,12.86,499.6,401,1,98.82,-8.96,0.0883,0.3,111115,PL4     ,,
Final,3-Nov,PL4     ,19,d                                     ,29.2,,2,11:29:38,1007,0.263,209,5.34,2.1,2.3,1,4.46,20.95,20.03,20.79,420.59,406.15,0.038,2.489,0.15,9.92,499.8,400,1,99.19,-9.31,0.104,1,111115,PL4     ,,
Initial,4-Oct,PL5     ,3,a                                     ,33.5,,31,12:49:02,3127,0.0849,-244,3.17,3.67,2.3,1,4.46,30.29,28.6,30.38,419.18,403.16,1.165,2.622,2.65,5.96,499.7,400,114,98.48,-8.45,0.0825,1,111115,,,
Initial,4-Oct,RE3     ,3,a                                     ,19.5,,33,12:55:47,3532.5,0.0495,-232,1.94,3.81,2.3,1,4.46,30.27,28.89,30.38,419.2,409.85,0.999,1.889,2.27,4.3,499.7,399,111,98.48,-8.45,0.0825,1,111115,,,
Final,7-Oct,RE3     ,3,a                                     ,15.9,,21,11:59:44,3540,0.0823,86.2,2.31,2.76,2.3,1,4.46,24.87,24,24.81,420.03,412.26,1.339,2.399,4.17,7.47,499.7,399,1,98.2,-7.01,0.116,0.7,111115,,,
Initial,1-Oct,RE3     ,7,b                                     ,23,,34,14:21:46,3193.5,0.118,78,3.27,2.76,2.3,1,4.46,25.44,24.31,25.39,420.29,409.09,1.46,2.961,4.4,8.93,499.8,400,0,98.39,-6.88,0.141,0.7,111115,RE3     ,7,b                                     
Final,4-Oct,RE3     ,7,b                                     ,11.6,,13,12:19:58,1383,0.0788,157,2.82,3.52,2.3,1,4.46,29.14,27.94,29.15,419.35,413.46,1.386,2.682,3.37,6.52,499.7,400,77,98.49,-8.45,0.0825,0.7,111115,,,
Initial,28-Oct,RE3     ,15,c                                     ,7.1,,23,12:26:26,4328,0.293,358,7.12,2.49,2.3,1,4.46,25.35,23.27,25.36,419.17,414.54,0.609,3.873,1.83,11.66,499.7,399,1,97.76,-9.26,0.11,1,111115,RE3     ,,
Final,31-Oct,RE3     ,15,c                                     ,7.62,,9,11:56:07,821,0.0473,144,1.24,2.59,2.3,1,4.46,22.66,22.15,22.58,420.11,416.36,0.317,0.888,1.13,3.18,499.7,399,1,98.83,-8.96,0.0883,0.7,111115,RE3     ,,
Initial,10-Oct,RE5     ,5,a                                     ,12.6,,45,11:48:47,5640,0.135,243,4.39,3.15,2.3,1,4.46,28.24,26.91,28.26,419.69,413.06,2.306,4.318,5.76,10.78,499.6,401,1,96.11,-1.76,0.329,0.7,111115,,,
Final,13-Oct,RE5     ,5,a                                     ,24,,23,12:19:14,2788.5,0.0916,-29,3.16,3.33,2.3,1,4.46,27.78,26.93,27.76,419.62,407.98,0.979,2.43,2.52,6.26,499.7,399,1,96.53,-8.64,0.13,0.7,111115,RE5     ,RE5     ,5
Initial,28-Sep,RE5     ,10,b                                     ,45.8,,35,15:09:13,3858,0.342,166,9.95,2.97,1.15,1,4.86,27.51,25.81,27.46,418.72,407.25,1.491,3.772,3.93,9.95,499.7,400,0,97.28,-5.96,0.0747,0.7,111115,,,
Initial,19-Sep,RE5     ,12,c                                     ,6.62,,44,13:27:48,6287.5,0.0478,157,1.67,3.34,2.3,1,4.46,28.11,27.59,28.03,399.63,396.28,2.963,3.727,7.52,9.46,499.7,400,0,96.91,-3.38,0.241,0.7,111115,,,
Initial,31-Oct,RE5     ,18,d                                     ,39.7,,25,12:33:34,3068.5,0.249,123,5.64,2.32,2.3,1,4.46,23.14,21.71,23.11,419.72,400.4,0.273,2.86,0.95,9.94,499.7,401,1,98.83,-8.96,0.0883,1,111115,RE5     ,,
Final,3-Nov,RE5     ,18,d                                     ,15.3,,11,11:52:20,2368.5,0.409,336,7.49,1.96,2.3,1,4.46,20.75,19.6,20.73,420.98,412.52,-0.082,3.352,-0.33,13.53,499.7,399,1,99.19,-9.31,0.104,1,111115,RE5     ,,
